Fecha,Area_Sanitaria,Pacientes_Sin_Alta,Pacientes_Con_Alta,Exitus
2021-01-01,A.S. SANTIAGO E BARBANZA,1382,8904,196
2021-01-01,A.S. VIGO,1234,11227,277
2021-01-01,GALICIA,5966,56718,1414
2021-01-02,A.S. A CORUÑA E CEE,1155,12512,315
2021-01-02,A.S. FERROL,327,3650,90
2021-01-02,"A.S. LUGO, A MARIÑA E MONFORTE",513,6608,145
2021-01-02,"A.S. OURENSE, VERÍN E O BARCO",623,7767,310
2021-01-02,A.S. PONTEVEDRA E O SALNÉS,734,6277,83
2021-01-02,A.S. SANTIAGO E BARBANZA,1345,8992,199
2021-01-02,A.S. VIGO,1179,11311,277
2021-01-02,GALICIA,5876,57117,1419
2021-01-03,A.S. A CORUÑA E CEE,1191,12576,319
2021-01-03,A.S. FERROL,353,3657,90
2021-01-03,"A.S. LUGO, A MARIÑA E MONFORTE",515,6640,145
2021-01-03,"A.S. OURENSE, VERÍN E O BARCO",685,7791,311
2021-01-03,A.S. PONTEVEDRA E O SALNÉS,744,6317,83
2021-01-03,A.S. SANTIAGO E BARBANZA,1351,9048,200
2021-01-03,A.S. VIGO,1150,11382,277
2021-01-03,GALICIA,5989,57411,1425
2021-01-04,A.S. A CORUÑA E CEE,1272,12610,323
2021-01-04,A.S. FERROL,359,3676,91
2021-01-04,"A.S. LUGO, A MARIÑA E MONFORTE",543,6662,145
2021-01-04,"A.S. OURENSE, VERÍN E O BARCO",706,7831,311
2021-01-04,A.S. PONTEVEDRA E O SALNÉS,759,6340,83
2021-01-04,A.S. SANTIAGO E BARBANZA,1395,9099,200
2021-01-04,A.S. VIGO,1131,11439,277
2021-01-04,GALICIA,6165,57657,1430
2021-01-05,A.S. A CORUÑA E CEE,1416,12646,324
2021-01-05,A.S. FERROL,398,3688,91
2021-01-05,"A.S. LUGO, A MARIÑA E MONFORTE",580,6682,145
2021-01-05,"A.S. OURENSE, VERÍN E O BARCO",760,7881,313
2021-01-05,A.S. PONTEVEDRA E O SALNÉS,757,6383,83
2021-01-05,A.S. SANTIAGO E BARBANZA,1463,9151,202
2021-01-05,A.S. VIGO,1198,11492,280
2021-01-05,GALICIA,6572,57923,1438
2021-01-06,A.S. A CORUÑA E CEE,1531,12707,324
2021-01-06,A.S. FERROL,426,3705,92
2021-01-06,"A.S. LUGO, A MARIÑA E MONFORTE",634,6707,146
2021-01-06,"A.S. OURENSE, VERÍN E O BARCO",797,7927,313
2021-01-06,A.S. PONTEVEDRA E O SALNÉS,752,6440,84
2021-01-06,A.S. SANTIAGO E BARBANZA,1530,9245,202
2021-01-06,A.S. VIGO,1290,11567,281
2021-01-06,GALICIA,6960,58298,1442
2021-01-07,A.S. A CORUÑA E CEE,1609,12775,326
2021-01-07,A.S. FERROL,457,3721,92
2021-01-07,"A.S. LUGO, A MARIÑA E MONFORTE",688,6739,146
2021-01-07,"A.S. OURENSE, VERÍN E O BARCO",848,7976,313
2021-01-07,A.S. PONTEVEDRA E O SALNÉS,735,6512,84
2021-01-07,A.S. SANTIAGO E BARBANZA,1549,9359,202
2021-01-07,A.S. VIGO,1303,11699,282
2021-01-07,GALICIA,7189,58781,1445
2021-01-08,A.S. A CORUÑA E CEE,1778,12828,327
2021-01-08,A.S. FERROL,466,3749,94
2021-01-08,"A.S. LUGO, A MARIÑA E MONFORTE",717,6763,147
2021-01-08,"A.S. OURENSE, VERÍN E O BARCO",899,8035,314
2021-01-08,A.S. PONTEVEDRA E O SALNÉS,744,6566,85
2021-01-08,A.S. SANTIAGO E BARBANZA,1669,9434,203
2021-01-08,A.S. VIGO,1371,11799,282
2021-01-08,GALICIA,7644,59174,1452
2021-01-09,A.S. A CORUÑA E CEE,1860,12880,327
2021-01-09,A.S. FERROL,537,3759,96
2021-01-09,"A.S. LUGO, A MARIÑA E MONFORTE",755,6784,148
2021-01-09,"A.S. OURENSE, VERÍN E O BARCO",961,8055,315
2021-01-09,A.S. PONTEVEDRA E O SALNÉS,746,6602,88
2021-01-09,A.S. SANTIAGO E BARBANZA,1675,9536,204
2021-01-09,A.S. VIGO,1464,11867,283
2021-01-09,GALICIA,7998,59483,1461
2021-01-10,A.S. A CORUÑA E CEE,2024,12925,327
2021-01-10,A.S. FERROL,597,3772,96
2021-01-10,"A.S. LUGO, A MARIÑA E MONFORTE",788,6812,148
2021-01-10,"A.S. OURENSE, VERÍN E O BARCO",1075,8075,315
2021-01-10,A.S. PONTEVEDRA E O SALNÉS,802,6646,88
2021-01-10,A.S. SANTIAGO E BARBANZA,1721,9597,206
2021-01-10,A.S. VIGO,1539,11895,284
2021-01-10,GALICIA,8546,59722,1464
2021-01-11,A.S. A CORUÑA E CEE,2076,12976,331
2021-01-11,A.S. FERROL,627,3790,96
2021-01-11,"A.S. LUGO, A MARIÑA E MONFORTE",828,6827,148
2021-01-11,"A.S. OURENSE, VERÍN E O BARCO",1148,8097,316
2021-01-11,A.S. PONTEVEDRA E O SALNÉS,838,6690,88
2021-01-11,A.S. SANTIAGO E BARBANZA,1841,9667,209
2021-01-11,A.S. VIGO,1633,11960,286
2021-01-11,GALICIA,8991,60007,1474
2021-01-12,A.S. A CORUÑA E CEE,2280,13035,332
2021-01-12,A.S. FERROL,698,3806,96
2021-01-12,"A.S. LUGO, A MARIÑA E MONFORTE",917,6852,149
2021-01-12,"A.S. OURENSE, VERÍN E O BARCO",1266,8144,316
2021-01-12,A.S. PONTEVEDRA E O SALNÉS,841,6728,89
2021-01-12,A.S. SANTIAGO E BARBANZA,1951,9784,215
2021-01-12,A.S. VIGO,1794,12034,286
2021-01-12,GALICIA,9747,60383,1483
2021-01-13,A.S. A CORUÑA E CEE,2546,13123,333
2021-01-13,A.S. FERROL,737,3822,98
2021-01-13,"A.S. LUGO, A MARIÑA E MONFORTE",962,6892,152
2021-01-13,"A.S. OURENSE, VERÍN E O BARCO",1394,8191,319
2021-01-13,A.S. PONTEVEDRA E O SALNÉS,885,6779,89
2021-01-13,A.S. SANTIAGO E BARBANZA,2032,9920,215
2021-01-13,A.S. VIGO,1958,12096,286
2021-01-13,GALICIA,10514,60823,1492
2021-01-14,A.S. A CORUÑA E CEE,2669,13252,335
2021-01-14,A.S. FERROL,870,3850,99
2021-01-14,"A.S. LUGO, A MARIÑA E MONFORTE",991,6932,153
2021-01-14,"A.S. OURENSE, VERÍN E O BARCO",1494,8268,320
2021-01-14,A.S. PONTEVEDRA E O SALNÉS,926,6823,89
2021-01-14,A.S. SANTIAGO E BARBANZA,2108,10029,217
2021-01-14,A.S. VIGO,2096,12183,289
2021-01-14,GALICIA,11154,61337,1502
2021-01-15,A.S. A CORUÑA E CEE,2908,13363,340
2021-01-15,A.S. FERROL,943,3880,100
2021-01-15,"A.S. LUGO, A MARIÑA E MONFORTE",1064,6977,154
2021-01-15,"A.S. OURENSE, VERÍN E O BARCO",1625,8308,321
2021-01-15,A.S. PONTEVEDRA E O SALNÉS,972,6875,89
2021-01-15,A.S. SANTIAGO E BARBANZA,2191,10157,221
2021-01-15,A.S. VIGO,2267,12290,293
2021-01-15,GALICIA,11970,61850,1518
2021-01-16,A.S. A CORUÑA E CEE,3182,13433,341
2021-01-16,A.S. FERROL,1029,3894,102
2021-01-16,"A.S. LUGO, A MARIÑA E MONFORTE",1131,7017,155
2021-01-16,"A.S. OURENSE, VERÍN E O BARCO",1791,8346,321
2021-01-16,A.S. PONTEVEDRA E O SALNÉS,1025,6935,91
2021-01-16,A.S. SANTIAGO E BARBANZA,2294,10242,223
2021-01-16,A.S. VIGO,2422,12379,295
2021-01-16,GALICIA,12874,62246,1528
2021-01-17,A.S. A CORUÑA E CEE,3421,13495,345
2021-01-17,A.S. FERROL,1082,3924,104
2021-01-17,"A.S. LUGO, A MARIÑA E MONFORTE",1171,7062,155
2021-01-17,"A.S. OURENSE, VERÍN E O BARCO",1891,8379,322
2021-01-17,A.S. PONTEVEDRA E O SALNÉS,1128,6956,91
2021-01-17,A.S. SANTIAGO E BARBANZA,2395,10282,229
2021-01-17,A.S. VIGO,2482,12411,299
2021-01-17,GALICIA,13570,62509,1545
2021-01-18,A.S. A CORUÑA E CEE,3591,13599,350
2021-01-18,A.S. FERROL,1161,3948,106
2021-01-18,"A.S. LUGO, A MARIÑA E MONFORTE",1247,7097,156
2021-01-18,"A.S. OURENSE, VERÍN E O BARCO",1988,8455,322
2021-01-18,A.S. PONTEVEDRA E O SALNÉS,1183,7002,92
2021-01-18,A.S. SANTIAGO E BARBANZA,2556,10325,233
2021-01-18,A.S. VIGO,2660,12450,304
2021-01-18,GALICIA,14386,62876,1563
2021-01-19,A.S. A CORUÑA E CEE,3886,13704,350
2021-01-19,A.S. FERROL,1220,3980,106
2021-01-19,"A.S. LUGO, A MARIÑA E MONFORTE",1284,7144,157
2021-01-19,"A.S. OURENSE, VERÍN E O BARCO",2143,8516,325
2021-01-19,A.S. PONTEVEDRA E O SALNÉS,1232,7038,94
2021-01-19,A.S. SANTIAGO E BARBANZA,2637,10435,235
2021-01-19,A.S. VIGO,2833,12518,305
2021-01-19,GALICIA,15235,63335,1572
2021-01-20,A.S. A CORUÑA E CEE,4179,13866,352
2021-01-20,A.S. FERROL,1327,4025,108
2021-01-20,"A.S. LUGO, A MARIÑA E MONFORTE",1402,7188,159
2021-01-20,"A.S. OURENSE, VERÍN E O BARCO",2304,8612,328
2021-01-20,A.S. PONTEVEDRA E O SALNÉS,1430,7071,94
2021-01-20,A.S. SANTIAGO E BARBANZA,2746,10555,240
2021-01-20,A.S. VIGO,3028,12673,311
2021-01-20,GALICIA,16416,63990,1592
2021-01-21,A.S. A CORUÑA E CEE,4514,14021,353
2021-01-21,A.S. FERROL,1432,4069,109
2021-01-21,"A.S. LUGO, A MARIÑA E MONFORTE",1485,7265,159
2021-01-21,"A.S. OURENSE, VERÍN E O BARCO",2479,8707,329
2021-01-21,A.S. PONTEVEDRA E O SALNÉS,1519,7122,97
2021-01-21,A.S. SANTIAGO E BARBANZA,2882,10708,241
2021-01-21,A.S. VIGO,3251,12796,314
2021-01-21,GALICIA,17562,64688,1602
2021-01-22,A.S. A CORUÑA E CEE,4967,14151,360
2021-01-22,A.S. FERROL,1516,4110,112
2021-01-22,"A.S. LUGO, A MARIÑA E MONFORTE",1600,7354,160
2021-01-22,"A.S. OURENSE, VERÍN E O BARCO",2621,8810,329
2021-01-22,A.S. PONTEVEDRA E O SALNÉS,1613,7177,97
2021-01-22,A.S. SANTIAGO E BARBANZA,2980,10850,247
2021-01-22,A.S. VIGO,3423,12926,321
2021-01-22,GALICIA,18720,65378,1626
2021-01-23,A.S. A CORUÑA E CEE,5147,14358,368
2021-01-23,A.S. FERROL,1578,4151,113
2021-01-23,"A.S. LUGO, A MARIÑA E MONFORTE",1700,7402,161
2021-01-23,"A.S. OURENSE, VERÍN E O BARCO",2745,8922,330
2021-01-23,A.S. PONTEVEDRA E O SALNÉS,1654,7244,99
2021-01-23,A.S. SANTIAGO E BARBANZA,2980,11032,248
2021-01-23,A.S. VIGO,3504,13085,324
2021-01-23,GALICIA,19308,66194,1643
2021-01-24,A.S. A CORUÑA E CEE,5274,14488,375
2021-01-24,A.S. FERROL,1613,4218,118
2021-01-24,"A.S. LUGO, A MARIÑA E MONFORTE",1757,7456,163
2021-01-24,"A.S. OURENSE, VERÍN E O BARCO",2816,8996,334
2021-01-24,A.S. PONTEVEDRA E O SALNÉS,1912,7271,101
2021-01-24,A.S. SANTIAGO E BARBANZA,3188,11127,249
2021-01-24,A.S. VIGO,3609,13226,325
2021-01-24,GALICIA,20169,66782,1665
2021-01-25,A.S. A CORUÑA E CEE,5461,14661,380
2021-01-25,A.S. FERROL,1644,4279,119
2021-01-25,"A.S. LUGO, A MARIÑA E MONFORTE",1839,7506,164
2021-01-25,"A.S. OURENSE, VERÍN E O BARCO",2913,9098,335
2021-01-25,A.S. PONTEVEDRA E O SALNÉS,1985,7368,101
2021-01-25,A.S. SANTIAGO E BARBANZA,3282,11250,249
2021-01-25,A.S. VIGO,3714,13312,326
2021-01-25,GALICIA,20838,67474,1674
2021-01-26,A.S. A CORUÑA E CEE,5756,14809,388
2021-01-26,A.S. FERROL,1731,4320,120
2021-01-26,"A.S. LUGO, A MARIÑA E MONFORTE",1983,7560,165
2021-01-26,"A.S. OURENSE, VERÍN E O BARCO",3029,9208,340
2021-01-26,A.S. PONTEVEDRA E O SALNÉS,2057,7448,104
2021-01-26,A.S. SANTIAGO E BARBANZA,3374,11409,252
2021-01-26,A.S. VIGO,3777,13509,330
2021-01-26,GALICIA,21707,68263,1699
2021-01-27,A.S. A CORUÑA E CEE,5914,15040,397
2021-01-27,A.S. FERROL,1763,4396,122
2021-01-27,"A.S. LUGO, A MARIÑA E MONFORTE",2009,7668,167
2021-01-27,"A.S. OURENSE, VERÍN E O BARCO",3038,9378,342
2021-01-27,A.S. PONTEVEDRA E O SALNÉS,2204,7496,105
2021-01-27,A.S. SANTIAGO E BARBANZA,3396,11628,255
2021-01-27,A.S. VIGO,3732,13780,333
2021-01-27,GALICIA,22056,69386,1721
2021-01-28,A.S. A CORUÑA E CEE,5964,15344,407
2021-01-28,A.S. FERROL,1824,4452,125
2021-01-28,"A.S. LUGO, A MARIÑA E MONFORTE",2043,7753,170
2021-01-28,"A.S. OURENSE, VERÍN E O BARCO",3031,9537,348
2021-01-28,A.S. PONTEVEDRA E O SALNÉS,2288,7572,108
2021-01-28,A.S. SANTIAGO E BARBANZA,3473,11837,259
2021-01-28,A.S. VIGO,3891,13985,339
2021-01-28,GALICIA,22514,70480,1756
2021-01-29,A.S. A CORUÑA E CEE,6049,15577,421
2021-01-29,A.S. FERROL,1821,4593,125
2021-01-29,"A.S. LUGO, A MARIÑA E MONFORTE",2175,7820,172
2021-01-29,"A.S. OURENSE, VERÍN E O BARCO",3011,9696,351
2021-01-29,A.S. PONTEVEDRA E O SALNÉS,2419,7658,109
2021-01-29,A.S. SANTIAGO E BARBANZA,3485,12026,263
2021-01-29,A.S. VIGO,3950,14186,343
2021-01-29,GALICIA,22910,71556,1784
2021-01-30,A.S. A CORUÑA E CEE,6059,15867,426
2021-01-30,A.S. FERROL,1828,4686,129
2021-01-30,"A.S. LUGO, A MARIÑA E MONFORTE",2167,7933,174
2021-01-30,"A.S. OURENSE, VERÍN E O BARCO",2986,9867,353
2021-01-30,A.S. PONTEVEDRA E O SALNÉS,2463,7738,112
2021-01-30,A.S. SANTIAGO E BARBANZA,3467,12215,266
2021-01-30,A.S. VIGO,3852,14462,345
2021-01-30,GALICIA,22822,72768,1805
2021-01-31,A.S. A CORUÑA E CEE,5965,16177,434
2021-01-31,A.S. FERROL,1817,4773,132
2021-01-31,"A.S. LUGO, A MARIÑA E MONFORTE",2158,8031,175
2021-01-31,"A.S. OURENSE, VERÍN E O BARCO",2924,10060,354
2021-01-31,A.S. PONTEVEDRA E O SALNÉS,2514,7840,113
2021-01-31,A.S. SANTIAGO E BARBANZA,3438,12368,270
2021-01-31,A.S. VIGO,3835,14641,348
2021-01-31,GALICIA,22651,73890,1826
2021-02-01,A.S. A CORUÑA E CEE,5915,16448,441
2021-02-01,A.S. FERROL,1847,4856,135
2021-02-01,"A.S. LUGO, A MARIÑA E MONFORTE",2155,8111,176
2021-02-01,"A.S. OURENSE, VERÍN E O BARCO",2883,10195,362
2021-02-01,A.S. PONTEVEDRA E O SALNÉS,2541,7956,117
2021-02-01,A.S. SANTIAGO E BARBANZA,3470,12508,273
2021-02-01,A.S. VIGO,3892,14757,350
2021-02-01,GALICIA,22703,74831,1854
2021-02-02,A.S. A CORUÑA E CEE,5917,16713,451
2021-02-02,A.S. FERROL,1855,4947,139
2021-02-02,"A.S. LUGO, A MARIÑA E MONFORTE",2123,8231,178
2021-02-02,"A.S. OURENSE, VERÍN E O BARCO",2832,10369,366
2021-02-02,A.S. PONTEVEDRA E O SALNÉS,2618,8056,118
2021-02-02,A.S. SANTIAGO E BARBANZA,3421,12714,278
2021-02-02,A.S. VIGO,3934,14960,351
2021-02-02,GALICIA,22700,75990,1881
2021-02-03,A.S. A CORUÑA E CEE,5904,17046,458
2021-02-03,A.S. FERROL,1889,5013,143
2021-02-03,"A.S. LUGO, A MARIÑA E MONFORTE",2137,8322,178
2021-02-03,"A.S. OURENSE, VERÍN E O BARCO",2736,10560,371
2021-02-03,A.S. PONTEVEDRA E O SALNÉS,2646,8134,122
2021-02-03,A.S. SANTIAGO E BARBANZA,3459,12893,281
2021-02-03,A.S. VIGO,3902,15197,356
2021-02-03,GALICIA,22673,77165,1909
2021-02-04,A.S. A CORUÑA E CEE,5782,17436,466
2021-02-04,A.S. FERROL,1822,5152,150
2021-02-04,"A.S. LUGO, A MARIÑA E MONFORTE",2045,8480,178
2021-02-04,"A.S. OURENSE, VERÍN E O BARCO",2588,10824,375
2021-02-04,A.S. PONTEVEDRA E O SALNÉS,2626,8326,126
2021-02-04,A.S. SANTIAGO E BARBANZA,3359,13145,284
2021-02-04,A.S. VIGO,3703,15526,359
2021-02-04,GALICIA,21925,78889,1938
2021-02-05,A.S. A CORUÑA E CEE,5588,17858,476
2021-02-05,A.S. FERROL,1791,5285,153
2021-02-05,"A.S. LUGO, A MARIÑA E MONFORTE",1982,8635,179
2021-02-05,"A.S. OURENSE, VERÍN E O BARCO",2422,11069,379
2021-02-05,A.S. PONTEVEDRA E O SALNÉS,2607,8461,128
2021-02-05,A.S. SANTIAGO E BARBANZA,3184,13442,287
2021-02-05,A.S. VIGO,3492,15839,361
2021-02-05,GALICIA,21066,80589,1963
2021-02-06,A.S. A CORUÑA E CEE,5354,18356,482
2021-02-06,A.S. FERROL,1717,5402,157
2021-02-06,"A.S. LUGO, A MARIÑA E MONFORTE",1883,8817,181
2021-02-06,"A.S. OURENSE, VERÍN E O BARCO",2252,11305,381
2021-02-06,A.S. PONTEVEDRA E O SALNÉS,2556,8602,128
2021-02-06,A.S. SANTIAGO E BARBANZA,3040,13699,289
2021-02-06,A.S. VIGO,3301,16117,363
2021-02-06,GALICIA,20103,82298,1981
2021-02-07,A.S. A CORUÑA E CEE,5189,18696,486
2021-02-07,A.S. FERROL,1671,5484,160
2021-02-07,"A.S. LUGO, A MARIÑA E MONFORTE",1801,8963,184
2021-02-07,"A.S. OURENSE, VERÍN E O BARCO",2097,11497,382
2021-02-07,A.S. PONTEVEDRA E O SALNÉS,2522,8703,128
2021-02-07,A.S. SANTIAGO E BARBANZA,2945,13851,292
2021-02-07,A.S. VIGO,3171,16331,365
2021-02-07,GALICIA,19396,83525,1997
2021-02-08,A.S. A CORUÑA E CEE,5079,18992,490
2021-02-08,A.S. FERROL,1614,5584,166
2021-02-08,"A.S. LUGO, A MARIÑA E MONFORTE",1742,9065,186
2021-02-08,"A.S. OURENSE, VERÍN E O BARCO",2002,11642,384
2021-02-08,A.S. PONTEVEDRA E O SALNÉS,2331,8973,129
2021-02-08,A.S. SANTIAGO E BARBANZA,2706,14149,294
2021-02-08,A.S. VIGO,3013,16590,371
2021-02-08,GALICIA,18487,84995,2020
2021-02-09,A.S. A CORUÑA E CEE,4873,19414,495
2021-02-09,A.S. FERROL,1579,5658,171
2021-02-09,"A.S. LUGO, A MARIÑA E MONFORTE",1663,9199,186
2021-02-09,"A.S. OURENSE, VERÍN E O BARCO",1877,11842,388
2021-02-09,A.S. PONTEVEDRA E O SALNÉS,2248,9131,134
2021-02-09,A.S. SANTIAGO E BARBANZA,2549,14404,298
2021-02-09,A.S. VIGO,2945,16767,371
2021-02-09,GALICIA,17734,86415,2043
2021-02-10,A.S. A CORUÑA E CEE,4729,19839,501
2021-02-10,A.S. FERROL,1522,5777,174
2021-02-10,"A.S. LUGO, A MARIÑA E MONFORTE",1555,9384,187
2021-02-10,"A.S. OURENSE, VERÍN E O BARCO",1687,12086,390
2021-02-10,A.S. PONTEVEDRA E O SALNÉS,2170,9284,135
2021-02-10,A.S. SANTIAGO E BARBANZA,2375,14644,302
2021-02-10,A.S. VIGO,2805,17021,373
2021-02-10,GALICIA,16843,88035,2062
2021-02-11,A.S. A CORUÑA E CEE,4585,20179,503
2021-02-11,A.S. FERROL,1477,5867,177
2021-02-11,"A.S. LUGO, A MARIÑA E MONFORTE",1463,9529,187
2021-02-11,"A.S. OURENSE, VERÍN E O BARCO",1566,12251,392
2021-02-11,A.S. PONTEVEDRA E O SALNÉS,2039,9483,136
2021-02-11,A.S. SANTIAGO E BARBANZA,2195,14882,306
2021-02-11,A.S. VIGO,2641,17260,376
2021-02-11,GALICIA,15966,89451,2077
2021-02-12,A.S. A CORUÑA E CEE,4413,20501,504
2021-02-12,A.S. FERROL,1433,5960,180
2021-02-12,"A.S. LUGO, A MARIÑA E MONFORTE",1410,9656,189
2021-02-12,"A.S. OURENSE, VERÍN E O BARCO",1429,12430,392
2021-02-12,A.S. PONTEVEDRA E O SALNÉS,1958,9645,139
2021-02-12,A.S. SANTIAGO E BARBANZA,1967,15171,308
2021-02-12,A.S. VIGO,2355,17601,376
2021-02-12,GALICIA,14965,90964,2088
2021-02-13,A.S. A CORUÑA E CEE,4168,20850,506
2021-02-13,A.S. FERROL,1332,6097,182
2021-02-13,"A.S. LUGO, A MARIÑA E MONFORTE",1248,9840,193
2021-02-13,"A.S. OURENSE, VERÍN E O BARCO",1318,12574,393
2021-02-13,A.S. PONTEVEDRA E O SALNÉS,1809,9839,140
2021-02-13,A.S. SANTIAGO E BARBANZA,1814,15365,310
2021-02-13,A.S. VIGO,2162,17869,378
2021-02-13,GALICIA,13851,92434,2102
2021-02-14,A.S. A CORUÑA E CEE,3965,21159,512
2021-02-14,A.S. FERROL,1262,6188,185
2021-02-14,"A.S. LUGO, A MARIÑA E MONFORTE",1200,9939,195
2021-02-14,"A.S. OURENSE, VERÍN E O BARCO",1215,12703,394
2021-02-14,A.S. PONTEVEDRA E O SALNÉS,1750,9953,141
2021-02-14,A.S. SANTIAGO E BARBANZA,1681,15514,312
2021-02-14,A.S. VIGO,2046,18052,379
2021-02-14,GALICIA,13119,93508,2118
2021-02-15,A.S. A CORUÑA E CEE,3827,21408,514
2021-02-15,A.S. FERROL,1209,6266,190
2021-02-15,"A.S. LUGO, A MARIÑA E MONFORTE",1144,10020,196
2021-02-15,"A.S. OURENSE, VERÍN E O BARCO",1101,12834,397
2021-02-15,A.S. PONTEVEDRA E O SALNÉS,1653,10094,142
2021-02-15,A.S. SANTIAGO E BARBANZA,1598,15651,313
2021-02-15,A.S. VIGO,1957,18223,380
2021-02-15,GALICIA,12489,94496,2132
2021-02-16,A.S. A CORUÑA E CEE,3675,21651,518
2021-02-16,A.S. FERROL,1136,6377,193
2021-02-16,"A.S. LUGO, A MARIÑA E MONFORTE",1110,10094,196
2021-02-16,"A.S. OURENSE, VERÍN E O BARCO",1018,12935,398
2021-02-16,A.S. PONTEVEDRA E O SALNÉS,1561,10236,142
2021-02-16,A.S. SANTIAGO E BARBANZA,1475,15834,313
2021-02-16,A.S. VIGO,1835,18385,385
2021-02-16,GALICIA,11810,95512,2145
2021-02-17,A.S. A CORUÑA E CEE,3515,21944,518
2021-02-17,A.S. FERROL,1087,6465,194
2021-02-17,"A.S. LUGO, A MARIÑA E MONFORTE",1036,10197,198
2021-02-17,"A.S. OURENSE, VERÍN E O BARCO",931,13041,398
2021-02-17,A.S. PONTEVEDRA E O SALNÉS,1473,10380,142
2021-02-17,A.S. SANTIAGO E BARBANZA,1350,15989,316
2021-02-17,A.S. VIGO,1630,18647,387
2021-02-17,GALICIA,11022,96663,2153
2021-02-18,A.S. A CORUÑA E CEE,3266,22318,518
2021-02-18,A.S. FERROL,1002,6578,195
2021-02-18,"A.S. LUGO, A MARIÑA E MONFORTE",960,10308,198
2021-02-18,"A.S. OURENSE, VERÍN E O BARCO",836,13161,398
2021-02-18,A.S. PONTEVEDRA E O SALNÉS,1427,10486,143
2021-02-18,A.S. SANTIAGO E BARBANZA,1156,16217,321
2021-02-18,A.S. VIGO,1459,18887,388
2021-02-18,GALICIA,10106,97955,2161
2021-02-19,A.S. A CORUÑA E CEE,3047,22640,520
2021-02-19,A.S. FERROL,966,6655,197
2021-02-19,"A.S. LUGO, A MARIÑA E MONFORTE",921,10385,198
2021-02-19,"A.S. OURENSE, VERÍN E O BARCO",711,13308,400
2021-02-19,A.S. PONTEVEDRA E O SALNÉS,1281,10668,144
2021-02-19,A.S. SANTIAGO E BARBANZA,1051,16373,325
2021-02-19,A.S. VIGO,1377,19032,388
2021-02-19,GALICIA,9354,99061,2172
2021-02-20,A.S. A CORUÑA E CEE,2832,22898,521
2021-02-20,A.S. FERROL,881,6774,199
2021-02-20,"A.S. LUGO, A MARIÑA E MONFORTE",855,10481,198
2021-02-20,"A.S. OURENSE, VERÍN E O BARCO",633,13403,401
2021-02-20,A.S. PONTEVEDRA E O SALNÉS,1165,10817,145
2021-02-20,A.S. SANTIAGO E BARBANZA,952,16498,327
2021-02-20,A.S. VIGO,1322,19129,389
2021-02-20,GALICIA,8640,100000,2180
2021-02-21,A.S. A CORUÑA E CEE,2668,23148,523
2021-02-21,A.S. FERROL,840,6828,200
2021-02-21,"A.S. LUGO, A MARIÑA E MONFORTE",808,10560,199
2021-02-21,"A.S. OURENSE, VERÍN E O BARCO",577,13469,401
2021-02-21,A.S. PONTEVEDRA E O SALNÉS,1094,10915,147
2021-02-21,A.S. SANTIAGO E BARBANZA,869,16605,327
2021-02-21,A.S. VIGO,1260,19208,389
2021-02-21,GALICIA,8116,100733,2186
2021-02-22,A.S. A CORUÑA E CEE,2533,23355,528
2021-02-22,A.S. FERROL,827,6863,201
2021-02-22,"A.S. LUGO, A MARIÑA E MONFORTE",779,10624,200
2021-02-22,"A.S. OURENSE, VERÍN E O BARCO",547,13513,401
2021-02-22,A.S. PONTEVEDRA E O SALNÉS,1057,10977,147
2021-02-22,A.S. SANTIAGO E BARBANZA,837,16669,328
2021-02-22,A.S. VIGO,1224,19296,389
2021-02-22,GALICIA,7804,101297,2194
2021-02-23,A.S. A CORUÑA E CEE,2375,23598,532
2021-02-23,A.S. FERROL,772,6930,201
2021-02-23,"A.S. LUGO, A MARIÑA E MONFORTE",760,10666,201
2021-02-23,"A.S. OURENSE, VERÍN E O BARCO",506,13562,401
2021-02-23,A.S. PONTEVEDRA E O SALNÉS,1001,11072,149
2021-02-23,A.S. SANTIAGO E BARBANZA,812,16747,328
2021-02-23,A.S. VIGO,1145,19441,390
2021-02-23,GALICIA,7371,102016,2202
2021-02-24,A.S. A CORUÑA E CEE,2212,23841,534
2021-02-24,A.S. FERROL,730,6997,201
2021-02-24,"A.S. LUGO, A MARIÑA E MONFORTE",716,10738,203
2021-02-24,"A.S. OURENSE, VERÍN E O BARCO",437,13648,401
2021-02-24,A.S. PONTEVEDRA E O SALNÉS,945,11175,153
2021-02-24,A.S. SANTIAGO E BARBANZA,739,16851,330
2021-02-24,A.S. VIGO,1058,19572,390
2021-02-24,GALICIA,6837,102822,2212
2021-02-25,A.S. A CORUÑA E CEE,2046,24102,537
2021-02-25,A.S. FERROL,671,7068,202
2021-02-25,"A.S. LUGO, A MARIÑA E MONFORTE",649,10822,204
2021-02-25,"A.S. OURENSE, VERÍN E O BARCO",393,13709,401
2021-02-25,A.S. PONTEVEDRA E O SALNÉS,908,11266,153
2021-02-25,A.S. SANTIAGO E BARBANZA,694,16928,331
2021-02-25,A.S. VIGO,1000,19697,391
2021-02-25,GALICIA,6361,103592,2219
2021-02-26,A.S. A CORUÑA E CEE,1915,24327,539
2021-02-26,A.S. FERROL,624,7124,203
2021-02-26,"A.S. LUGO, A MARIÑA E MONFORTE",603,10884,205
2021-02-26,"A.S. OURENSE, VERÍN E O BARCO",363,13748,405
2021-02-26,A.S. PONTEVEDRA E O SALNÉS,854,11349,154
2021-02-26,A.S. SANTIAGO E BARBANZA,642,16993,332
